index,index_old,category,category_v2,command_kor,command_eng,ir_gt,connected_devices,notes
4,21.0,4.0,C08,멀티버튼의 버튼4가 눌리면 거실 조명 밝기를 100%로 설정해줘.,"When button 4 of the multi-button is pressed, set all living room lights to 100% brightness.","{""timeline"": [{""op"": ""start_at"", ""anchor"": ""now""}, {""op"": ""wait"", ""cond"": ""MultiButton.Button4 == \""pushed\"""", ""edge"": ""none""}, {""op"": ""call"", ""target"": ""Light.MoveToBrightness"", ""args"": {""Brightness"": 100.0, ""Rate"": 0.0}}]}","{""LR_MB"": {""category"": [""MultiButton""], ""tags"": [""LivingRoom"", ""MultiButton""]}, ""Kitchen_MB"": {""category"": [""MultiButton""], ""tags"": [""Kitchen"", ""MultiButton""]}, ""LR_Light_1"": {""category"": [""Light""], ""tags"": [""LivingRoom"", ""Light""]}, ""LR_Light_2"": {""category"": [""Light""], ""tags"": [""LivingRoom"", ""Light""]}, ""Kitchen_Light"": {""category"": [""Light""], ""tags"": [""Kitchen"", ""Light""]}}",multibutton_light
20,22.0,1.0,C01,금고를 잠그어줘.,Lock the safe.,"{""timeline"": [{""op"": ""start_at"", ""anchor"": ""now""}, {""op"": ""call"", ""target"": ""Safe.Lock"", ""args"": {}}]}","{""Bedroom_Safe"": {""category"": [""Safe""], ""tags"": [""Bedroom"", ""Safe""]}, ""Office_Safe"": {""category"": [""Safe""], ""tags"": [""Office"", ""Safe""]}}",ok
21,23.0,1.0,C01,문을 닫아줘.,Close the door.,"{""timeline"": [{""op"": ""start_at"", ""anchor"": ""now""}, {""op"": ""call"", ""target"": ""Door.Close"", ""args"": {}}]}","{""Entrance_Door"": {""category"": [""Door""], ""tags"": [""Entrance"", ""Door""]}, ""Garage_Door"": {""category"": [""Door""], ""tags"": [""Garage"", ""Door""]}}",ok
22,24.0,1.0,C01,펌프를 일반 모드로 설정해줘.,Set the pump to normal mode.,"{""timeline"": [{""op"": ""start_at"", ""anchor"": ""now""}, {""op"": ""call"", ""target"": ""Pump.SetPumpMode"", ""args"": {""PumpMode"": ""normal""}}]}","{""Basement_Pump"": {""category"": [""Pump""], ""tags"": [""Basement"", ""Pump""]}, ""Garden_Pump"": {""category"": [""Pump""], ""tags"": [""Garden"", ""Pump""]}}",ok
23,25.0,1.0,C01,로봇 청소기를 멈춰줘.,Stop the robot vacuum cleaner.,"{""timeline"": [{""op"": ""start_at"", ""anchor"": ""now""}, {""op"": ""call"", ""target"": ""RobotVacuumCleaner.SetRobotVacuumCleanerCleaningMode"", ""args"": {""Mode"": ""stop""}}]}","{""LivingRoom_RVC"": {""category"": [""RobotVacuumCleaner""], ""tags"": [""LivingRoom"", ""RobotVacuumCleaner""]}, ""Kitchen_RVC"": {""category"": [""RobotVacuumCleaner""], ""tags"": [""Kitchen"", ""RobotVacuumCleaner""]}}",Original 'setRobotVacuumCleanerModeMode' (typo) corrected to setRobotVacuumCleanerCleaningMode in 2.0.4 ('stop' is in CleaningModeEnum).
24,26.0,1.0,C01,"스피커로 ""music.mp3"" 재생해줘.","Play ""music.mp3"" through the speaker.","{""timeline"": [{""op"": ""start_at"", ""anchor"": ""now""}, {""op"": ""call"", ""target"": ""Speaker.Play"", ""args"": {""MediaSource"": ""music.mp3""}}]}","{""LivingRoom_Speaker"": {""category"": [""Speaker""], ""tags"": [""LivingRoom"", ""Speaker""]}, ""Bedroom_Speaker"": {""category"": [""Speaker""], ""tags"": [""Bedroom"", ""Speaker""]}}",ok
25,27.0,1.0,C01,스피커 볼륨을 최대로 해줘.,Set the speaker volume to maximum.,"{""timeline"": [{""op"": ""start_at"", ""anchor"": ""now""}, {""op"": ""call"", ""target"": ""Speaker.SetVolume"", ""args"": {""Volume"": 100}}]}","{""LivingRoom_Speaker"": {""category"": [""Speaker""], ""tags"": [""LivingRoom"", ""Speaker""]}, ""Bedroom_Speaker"": {""category"": [""Speaker""], ""tags"": [""Bedroom"", ""Speaker""]}}",ok
26,28.0,1.0,C01,스피커 볼륨을 하나 낮춰줘.,Lower the speaker volume by one.,"{""timeline"": [{""op"": ""start_at"", ""anchor"": ""now""}, {""op"": ""call"", ""target"": ""Speaker.VolumeDown"", ""args"": {}}]}","{""LivingRoom_Speaker"": {""category"": [""Speaker""], ""tags"": [""LivingRoom"", ""Speaker""]}, ""Bedroom_Speaker"": {""category"": [""Speaker""], ""tags"": [""Bedroom"", ""Speaker""]}}",ok
27,29.0,1.0,C01,벨브를 열어줘.,Open the valve.,"{""timeline"": [{""op"": ""start_at"", ""anchor"": ""now""}, {""op"": ""call"", ""target"": ""Valve.Open"", ""args"": {}}]}","{""Kitchen_Valve"": {""category"": [""Valve""], ""tags"": [""Kitchen"", ""Valve""]}, ""Bathroom_Valve"": {""category"": [""Valve""], ""tags"": [""Bathroom"", ""Valve""]}}",ok
28,30.0,1.0,C01,TV 30번 채널 틀어줘.,Set the TV channel to 30.,"{""timeline"": [{""op"": ""start_at"", ""anchor"": ""now""}, {""op"": ""call"", ""target"": ""Television.SetChannel"", ""args"": {""Channel"": 30}}]}","{""LivingRoom_Television"": {""category"": [""Television""], ""tags"": [""LivingRoom"", ""Television""]}, ""Bedroom_Television"": {""category"": [""Television""], ""tags"": [""Bedroom"", ""Television""]}}",ok
2,4.0,2.0,C02,연구실 제습기를 모두 AI건조모드로 설정해줘.,Set all dehumidifiers in the lab to AI drying mode.,"{""timeline"": [{""op"": ""start_at"", ""anchor"": ""now""}, {""op"": ""call"", ""target"": ""Dehumidifier.SetDehumidifierMode"", ""args"": {""Mode"": ""AIDrying""}}]}","{""Lab_Dehumidifier_1"": {""category"": [""Dehumidifier""], ""tags"": [""Lab"", ""North"", ""Dehumidifier""]}, ""Lab_Dehumidifier_2"": {""category"": [""Dehumidifier""], ""tags"": [""Lab"", ""South"", ""Dehumidifier""]}, ""Office_Dehumidifier"": {""category"": [""Dehumidifier""], ""tags"": [""Office"", ""Dehumidifier""]}}",ok
3,5.0,2.0,C02,"거실 조명의 색조는 240, 채도는 80으로 맞춰줘.",Set the hue of the living room light to 240 and the saturation to 80.,"{""timeline"": [{""op"": ""start_at"", ""anchor"": ""now""}, {""op"": ""call"", ""target"": ""Light.MoveToHueAndSaturation"", ""args"": {""Hue"": 240, ""Saturation"": 80}}]}","{""LivingRoom_Light"": {""category"": [""Light"", ""Switch"", ""ColorControl"", ""LevelControl""], ""tags"": [""LivingRoom"", ""Light""]}, ""Kitchen_Light"": {""category"": [""Light"", ""Switch"", ""ColorControl"", ""LevelControl""], ""tags"": [""Kitchen"", ""Light""]}}","Added missing TransitionTime argument (0.0) per 2.0.4 MoveToHueAndSaturation(Hue, Saturation, TransitionTime:DOUBLE)."
4,6.0,2.0,C02,짝수 태그 로봇 청소기를 모두 자동 모드로 설정해줘.,Set all robot vacuum cleaners with even tags to auto mode.,"{""timeline"": [{""op"": ""start_at"", ""anchor"": ""now""}, {""op"": ""call"", ""target"": ""RobotVacuumCleaner.SetRobotVacuumCleanerCleaningMode"", ""args"": {""Mode"": ""auto""}}]}","{""Robot_Even_1"": {""category"": [""RobotVacuumCleaner""], ""tags"": [""Even"", ""RobotVacuumCleaner""]}, ""Robot_Even_2"": {""category"": [""RobotVacuumCleaner""], ""tags"": [""Even"", ""RobotVacuumCleaner""]}, ""Robot_Odd_1"": {""category"": [""RobotVacuumCleaner""], ""tags"": [""Odd"", ""RobotVacuumCleaner""]}}",Fixed typo: setRobotVacuumCleanerModeMode -> setRobotVacuumCleanerCleaningMode. Added second Even robot so all() selector is meaningful.
5,7.0,2.0,C02,모든 도어락을 잠궈줘.,Lock all door locks.,"{""timeline"": [{""op"": ""start_at"", ""anchor"": ""now""}, {""op"": ""call"", ""target"": ""DoorLock.Lock"", ""args"": {}}]}","{""FrontDoor_Lock"": {""category"": [""DoorLock""], ""tags"": [""Front"", ""DoorLock""]}, ""BackDoor_Lock"": {""category"": [""DoorLock""], ""tags"": [""Back"", ""DoorLock""]}, ""Garage_Lock"": {""category"": [""DoorLock""], ""tags"": [""Garage"", ""DoorLock""]}}",ok
6,8.0,2.0,C02,구역1의 에어컨의 목표 온도를 18도로 설정해줘.,Set the target temperature of the air conditioner in Sector1 to 18 degrees.,"{""timeline"": [{""op"": ""start_at"", ""anchor"": ""now""}, {""op"": ""call"", ""target"": ""AirConditioner.SetTargetTemperature"", ""args"": {""Temperature"": 18.0}}]}","{""Sector1_AC"": {""category"": [""AirConditioner"", ""Switch""], ""tags"": [""Sector1"", ""AirConditioner""]}, ""Sector2_AC"": {""category"": [""AirConditioner"", ""Switch""], ""tags"": [""Sector2"", ""AirConditioner""]}}",ok
7,9.0,2.0,C02,안방의 공기청정기를 수면모드로 바꿔줘.,Change the air purifier in the bedroom to sleep mode.,"{""timeline"": [{""op"": ""start_at"", ""anchor"": ""now""}, {""op"": ""call"", ""target"": ""AirPurifier.SetAirPurifierMode"", ""args"": {""Mode"": ""sleep""}}]}","{""Bedroom_AirPurifier"": {""category"": [""AirPurifier""], ""tags"": [""Bedroom"", ""AirPurifier""]}, ""LivingRoom_AirPurifier"": {""category"": [""AirPurifier""], ""tags"": [""LivingRoom"", ""AirPurifier""]}}",ok
8,10.0,2.0,C02,주방의 모든 벨브를 닫아줘.,Close all valves in the kitchen.,"{""timeline"": [{""op"": ""start_at"", ""anchor"": ""now""}, {""op"": ""call"", ""target"": ""Valve.Close"", ""args"": {}}]}","{""Kitchen_Valve_Gas"": {""category"": [""Valve""], ""tags"": [""Kitchen"", ""Gas"", ""Valve""]}, ""Kitchen_Valve_Water"": {""category"": [""Valve""], ""tags"": [""Kitchen"", ""Water"", ""Valve""]}, ""Bathroom_Valve"": {""category"": [""Valve""], ""tags"": [""Bathroom"", ""Valve""]}}",ok
9,11.0,2.0,C02,모든 금고를 열어줘.,Open all safes.,"{""timeline"": [{""op"": ""start_at"", ""anchor"": ""now""}, {""op"": ""call"", ""target"": ""Safe.Unlock"", ""args"": {}}]}","{""Office_Safe"": {""category"": [""Safe""], ""tags"": [""Office"", ""Safe""]}, ""Bedroom_Safe"": {""category"": [""Safe""], ""tags"": [""Bedroom"", ""Safe""]}, ""LivingRoom_Safe"": {""category"": [""Safe""], ""tags"": [""LivingRoom"", ""Safe""]}}",ok
10,12.0,2.0,C02,회의실 녹음기로 10초 동안 녹음해서 test.wav로 저장해줘.,Record for 10 seconds with the meeting room recorder and save it as test.wav.,"{""timeline"": [{""op"": ""start_at"", ""anchor"": ""now""}, {""op"": ""call"", ""target"": ""AudioRecorder.RecordWithDuration"", ""args"": {""File"": ""test.wav"", ""Duration"": 10.0}}]}","{""MeetingRoom_Recorder"": {""category"": [""AudioRecorder""], ""tags"": [""MeetingRoom"", ""AudioRecorder""]}, ""Lab_Recorder"": {""category"": [""AudioRecorder""], ""tags"": [""Lab"", ""AudioRecorder""]}}",ok
11,13.0,2.0,C02,사이렌으로 농장에 화재경보를 울려줘.,Sound a fire siren on the farm.,"{""timeline"": [{""op"": ""start_at"", ""anchor"": ""now""}, {""op"": ""call"", ""target"": ""Siren.SetSirenMode"", ""args"": {""Mode"": ""fire""}}]}","{""Farm_Siren"": {""category"": [""Siren"", ""Switch""], ""tags"": [""Farm"", ""Siren""]}, ""House_Siren"": {""category"": [""Siren"", ""Switch""], ""tags"": [""House"", ""Siren""]}}",ok
12,14.0,2.0,C02,"놀이방의 스피커로 ""Golden.mp3"" 파일을 재생해줘. ","Play the ""Golden.mp3"" file through the speaker in the playroom.","{""timeline"": [{""op"": ""start_at"", ""anchor"": ""now""}, {""op"": ""call"", ""target"": ""Speaker.Play"", ""args"": {""MediaSource"": ""Golden.mp3""}}]}","{""Playroom_Speaker"": {""category"": [""Speaker""], ""tags"": [""Playroom"", ""Speaker""]}, ""LivingRoom_Speaker"": {""category"": [""Speaker""], ""tags"": [""LivingRoom"", ""Speaker""]}}",ok
5,15.0,4.0,C08,멀티버튼의 버튼1이 눌리면 현관 조명을 최대 밝기로 켜줘.,"When button 1 of the multi-button is pressed, turn on the entrance light at maximum brightness.","{""timeline"": [{""op"": ""start_at"", ""anchor"": ""now""}, {""op"": ""cycle"", ""until"": null, ""period"": ""100 MSEC"", ""body"": [{""op"": ""wait"", ""cond"": ""MultiButton.Button1 == \""pushed\"""", ""edge"": ""rising""}, {""op"": ""call"", ""target"": ""Light.MoveToBrightness"", ""args"": {""Brightness"": 100.0, ""Rate"": 0.0}}]}]}","{""Entrance_MB"": {""category"": [""MultiButton""], ""tags"": [""Entrance"", ""MultiButton""]}, ""Hall_MB"": {""category"": [""MultiButton""], ""tags"": [""Hallway"", ""MultiButton""]}, ""Entrance_Light"": {""category"": [""Light""], ""tags"": [""Entrance"", ""Light""]}, ""Hall_Light"": {""category"": [""Light""], ""tags"": [""Hallway"", ""Light""]}}",multibutton_light
13,16.0,2.0,C02,거실에 있는 창문을 모두 닫아줘.,Close all windows in the living room.,"{""timeline"": [{""op"": ""start_at"", ""anchor"": ""now""}, {""op"": ""call"", ""target"": ""WindowCovering.DownOrClose"", ""args"": {}}]}","{""LR_Window_1"": {""category"": [""WindowCovering""], ""tags"": [""LivingRoom"", ""Window"", ""WindowCovering""]}, ""LR_Window_2"": {""category"": [""WindowCovering""], ""tags"": [""LivingRoom"", ""Window"", ""WindowCovering""]}, ""Bedroom_Window"": {""category"": [""WindowCovering""], ""tags"": [""Bedroom"", ""Window"", ""WindowCovering""]}}",ok
14,17.0,2.0,C02,섹터2에 있는 블라인드를 모두 열어줘.,Open all blinds in Sector2.,"{""timeline"": [{""op"": ""start_at"", ""anchor"": ""now""}, {""op"": ""call"", ""target"": ""WindowCovering.UpOrOpen"", ""args"": {}}]}","{""S2_Blind_1"": {""category"": [""WindowCovering""], ""tags"": [""Sector2"", ""Blind"", ""WindowCovering""]}, ""S2_Blind_2"": {""category"": [""WindowCovering""], ""tags"": [""Sector2"", ""Blind"", ""WindowCovering""]}, ""S1_Blind"": {""category"": [""WindowCovering""], ""tags"": [""Sector1"", ""Blind"", ""WindowCovering""]}}",ok
6,18.0,4.0,C08,멀티버튼의 버튼2가 눌리면 복도 조명을 모두 꺼줘.,"When button 2 of the multi-button is pressed, turn off all lights in the hallway.","{""timeline"": [{""op"": ""start_at"", ""anchor"": ""now""}, {""op"": ""wait"", ""cond"": ""MultiButton.Button2 == \""pushed\"""", ""edge"": ""none""}, {""op"": ""call"", ""target"": ""Light.MoveToBrightness"", ""args"": {""Brightness"": 0.0, ""Rate"": 0.0}}]}","{""Hall_MB"": {""category"": [""MultiButton""], ""tags"": [""Hallway"", ""MultiButton""]}, ""LR_MB"": {""category"": [""MultiButton""], ""tags"": [""LivingRoom"", ""MultiButton""]}, ""Hall_Light_1"": {""category"": [""Light""], ""tags"": [""Hallway"", ""Light""]}, ""Hall_Light_2"": {""category"": [""Light""], ""tags"": [""Hallway"", ""Light""]}, ""LR_Light"": {""category"": [""Light""], ""tags"": [""LivingRoom"", ""Light""]}}",multibutton_light
15,19.0,2.0,C02,섹터 비에 있는 홀수 태그가 붙은 금고를 모두 잠궈줘.,Lock all safes with odd tags in Sector B.,"{""timeline"": [{""op"": ""start_at"", ""anchor"": ""now""}, {""op"": ""call"", ""target"": ""Safe.Lock"", ""args"": {}}]}","{""SB_Safe_1"": {""category"": [""Safe""], ""tags"": [""SectorB"", ""Odd"", ""Safe""]}, ""SB_Safe_3"": {""category"": [""Safe""], ""tags"": [""SectorB"", ""Odd"", ""Safe""]}, ""SB_Safe_2"": {""category"": [""Safe""], ""tags"": [""SectorB"", ""Even"", ""Safe""]}, ""SA_Safe_1"": {""category"": [""Safe""], ""tags"": [""SectorA"", ""Odd"", ""Safe""]}}",ok
7,20.0,4.0,C08,멀티버튼의 버튼3이 눌리면 1층 조명을 모두 켜줘.,"When button 3 of the multi-button is pressed, turn on all lights on floor 1.","{""timeline"": [{""op"": ""start_at"", ""anchor"": ""now""}, {""op"": ""wait"", ""cond"": ""MultiButton.Button3 == \""pushed\"""", ""edge"": ""none""}, {""op"": ""call"", ""target"": ""Light.MoveToBrightness"", ""args"": {""Brightness"": 100.0, ""Rate"": 0.0}}]}","{""F1_MB"": {""category"": [""MultiButton""], ""tags"": [""Floor1"", ""MultiButton""]}, ""F2_MB"": {""category"": [""MultiButton""], ""tags"": [""Floor2"", ""MultiButton""]}, ""F1_Light_1"": {""category"": [""Light""], ""tags"": [""Floor1"", ""Light""]}, ""F1_Light_2"": {""category"": [""Light""], ""tags"": [""Floor1"", ""Light""]}, ""F2_Light"": {""category"": [""Light""], ""tags"": [""Floor2"", ""Light""]}}",multibutton_light
16,21.0,2.0,C02,섹터2 모두 닫아줘.,Close everything in Sector2.,"{""timeline"": [{""op"": ""start_at"", ""anchor"": ""now""}, {""op"": ""call"", ""target"": ""WindowCovering.DownOrClose"", ""args"": {}}]}","{""S2_Window"": {""category"": [""WindowCovering""], ""tags"": [""Sector2"", ""Window"", ""WindowCovering""]}, ""S2_Blind"": {""category"": [""WindowCovering""], ""tags"": [""Sector2"", ""Blind"", ""WindowCovering""]}, ""S1_Window"": {""category"": [""WindowCovering""], ""tags"": [""Sector1"", ""Window"", ""WindowCovering""]}}",ok
8,22.0,4.0,C08,멀티버튼의 버튼4가 눌리면 1층 조명을 모두 꺼줘.,"When button 4 of the multi-button is pressed, turn off all lights on floor 1.","{""timeline"": [{""op"": ""start_at"", ""anchor"": ""now""}, {""op"": ""wait"", ""cond"": ""MultiButton.Button4 == \""pushed\"""", ""edge"": ""none""}, {""op"": ""call"", ""target"": ""Light.MoveToBrightness"", ""args"": {""Brightness"": 0.0, ""Rate"": 0.0}}]}","{""F1_MB"": {""category"": [""MultiButton""], ""tags"": [""Floor1"", ""MultiButton""]}, ""F2_MB"": {""category"": [""MultiButton""], ""tags"": [""Floor2"", ""MultiButton""]}, ""F1_Light_1"": {""category"": [""Light""], ""tags"": [""Floor1"", ""Light""]}, ""F1_Light_2"": {""category"": [""Light""], ""tags"": [""Floor1"", ""Light""]}, ""F2_Light"": {""category"": [""Light""], ""tags"": [""Floor2"", ""Light""]}}",multibutton_light
9,23.0,5.0,C08,멀티버튼의 버튼1이 눌리면 현관 조명을 켜고 5분 후에 꺼줘.,"When button 1 of the multi-button is pressed, turn on the entrance light and turn it off after 5 minutes.","{""timeline"": [{""op"": ""start_at"", ""anchor"": ""now""}, {""op"": ""wait"", ""cond"": ""MultiButton.Button1 == \""pushed\"""", ""edge"": ""none""}, {""op"": ""call"", ""target"": ""Light.MoveToBrightness"", ""args"": {""Brightness"": 100.0, ""Rate"": 0.0}}, {""op"": ""delay"", ""duration"": ""5 MIN""}]}","{""Entrance_MB"": {""category"": [""MultiButton""], ""tags"": [""Entrance"", ""MultiButton""]}, ""Hall_MB"": {""category"": [""MultiButton""], ""tags"": [""Hallway"", ""MultiButton""]}, ""Entrance_Light"": {""category"": [""Light""], ""tags"": [""Entrance"", ""Light""]}, ""Hall_Light"": {""category"": [""Light""], ""tags"": [""Hallway"", ""Light""]}}",multibutton_light
10,24.0,5.0,C08,멀티버튼의 버튼2가 눌리면 거실 조명을 모두 켜고 30분 후에 밝기를 30%로 낮춰줘.,"When button 2 of the multi-button is pressed, turn on all living room lights and dim them to 30% after 30 minutes.","{""timeline"": [{""op"": ""start_at"", ""anchor"": ""now""}, {""op"": ""wait"", ""cond"": ""MultiButton.Button2 == \""pushed\"""", ""edge"": ""none""}, {""op"": ""call"", ""target"": ""Light.MoveToBrightness"", ""args"": {""Brightness"": 30.0, ""Rate"": 0.0}}]}","{""LR_MB"": {""category"": [""MultiButton""], ""tags"": [""LivingRoom"", ""MultiButton""]}, ""Bedroom_MB"": {""category"": [""MultiButton""], ""tags"": [""Bedroom"", ""MultiButton""]}, ""LR_Light_1"": {""category"": [""Light""], ""tags"": [""LivingRoom"", ""Light""]}, ""LR_Light_2"": {""category"": [""Light""], ""tags"": [""LivingRoom"", ""Light""]}, ""Bedroom_Light"": {""category"": [""Light""], ""tags"": [""Bedroom"", ""Light""]}}",multibutton_light
17,25.0,2.0,C02,안방에 있는 짝수 태그 블라인드를 모두 내려줘.,Lower all even-tagged blinds in the bedroom.,"{""timeline"": [{""op"": ""start_at"", ""anchor"": ""now""}, {""op"": ""call"", ""target"": ""WindowCovering.DownOrClose"", ""args"": {}}]}","{""Bedroom_Blind_2"": {""category"": [""WindowCovering""], ""tags"": [""Bedroom"", ""Even"", ""Blind"", ""WindowCovering""]}, ""Bedroom_Blind_4"": {""category"": [""WindowCovering""], ""tags"": [""Bedroom"", ""Even"", ""Blind"", ""WindowCovering""]}, ""Bedroom_Blind_1"": {""category"": [""WindowCovering""], ""tags"": [""Bedroom"", ""Odd"", ""Blind"", ""WindowCovering""]}, ""LivingRoom_Blind_2"": {""category"": [""WindowCovering""], ""tags"": [""LivingRoom"", ""Even"", ""Blind"", ""WindowCovering""]}}",ok
